,Class
1904,Abusive
19376,Non Abusive
18432,Non Abusive
3655,Non Abusive
8869,Non Abusive
23987,Non Abusive
12618,Non Abusive
2268,Abusive
8531,Non Abusive
16701,Non Abusive
9678,Non Abusive
7406,Non Abusive
8512,Non Abusive
22847,Non Abusive
10262,Non Abusive
19360,Non Abusive
1542,Abusive
14748,Non Abusive
17792,Non Abusive
15079,Non Abusive
7642,Non Abusive
1462,Abusive
18476,Non Abusive
18136,Non Abusive
2925,Abusive
10331,Non Abusive
22632,Non Abusive
22284,Non Abusive
11888,Non Abusive
21226,Non Abusive
13697,Non Abusive
17892,Non Abusive
25131,Non Abusive
14413,Non Abusive
5560,Non Abusive
15616,Non Abusive
310,Abusive
19405,Non Abusive
20774,Non Abusive
194,Abusive
9044,Non Abusive
13501,Non Abusive
17869,Non Abusive
25090,Non Abusive
3546,Non Abusive
11036,Non Abusive
1848,Abusive
21490,Non Abusive
23665,Non Abusive
10594,Non Abusive
3521,Non Abusive
420,Abusive
26226,Non Abusive
6404,Non Abusive
11476,Non Abusive
5344,Non Abusive
25884,Non Abusive
9178,Non Abusive
444,Abusive
23745,Non Abusive
13227,Non Abusive
15742,Non Abusive
3192,Abusive
7911,Non Abusive
26211,Non Abusive
900,Abusive
6675,Non Abusive
8366,Non Abusive
3769,Non Abusive
10228,Non Abusive
16222,Non Abusive
18813,Non Abusive
12051,Non Abusive
19252,Non Abusive
10627,Non Abusive
22583,Non Abusive
4520,Non Abusive
21990,Non Abusive
8535,Non Abusive
19616,Non Abusive
382,Abusive
8505,Non Abusive
11193,Non Abusive
17655,Non Abusive
19239,Non Abusive
9626,Non Abusive
5918,Non Abusive
24842,Non Abusive
13962,Non Abusive
15888,Non Abusive
3359,Abusive
17112,Non Abusive
1363,Abusive
4395,Non Abusive
11290,Non Abusive
19663,Non Abusive
21153,Non Abusive
25472,Non Abusive
9236,Non Abusive
21086,Non Abusive
15572,Non Abusive
8560,Non Abusive
18481,Non Abusive
10725,Non Abusive
16807,Non Abusive
19449,Non Abusive
10623,Non Abusive
20543,Non Abusive
18105,Non Abusive
21644,Non Abusive
4986,Non Abusive
5161,Non Abusive
1686,Abusive
3849,Non Abusive
1298,Abusive
16097,Non Abusive
3141,Abusive
5184,Non Abusive
7975,Non Abusive
10779,Non Abusive
17495,Non Abusive
3019,Abusive
14377,Non Abusive
19484,Non Abusive
24101,Non Abusive
12553,Non Abusive
6981,Non Abusive
9195,Non Abusive
13138,Non Abusive
5296,Non Abusive
9208,Non Abusive
24431,Non Abusive
17659,Non Abusive
17506,Non Abusive
17861,Non Abusive
6731,Non Abusive
15066,Non Abusive
4265,Non Abusive
3257,Abusive
23445,Non Abusive
23181,Non Abusive
7594,Non Abusive
4500,Non Abusive
25243,Non Abusive
4911,Non Abusive
22490,Non Abusive
4456,Non Abusive
14821,Non Abusive
20548,Non Abusive
16963,Non Abusive
9923,Non Abusive
4944,Non Abusive
18466,Non Abusive
10752,Non Abusive
23001,Non Abusive
2687,Abusive
1912,Abusive
5140,Non Abusive
1159,Abusive
23399,Non Abusive
17119,Non Abusive
21065,Non Abusive
2184,Abusive
15737,Non Abusive
10039,Non Abusive
15658,Non Abusive
8297,Non Abusive
18263,Non Abusive
22513,Non Abusive
10017,Non Abusive
22679,Non Abusive
11566,Non Abusive
8081,Non Abusive
13549,Non Abusive
14800,Non Abusive
23660,Non Abusive
23393,Non Abusive
6376,Non Abusive
17294,Non Abusive
7408,Non Abusive
5879,Non Abusive
1563,Abusive
16040,Non Abusive
23888,Non Abusive
7488,Non Abusive
7479,Non Abusive
561,Abusive
20866,Non Abusive
11497,Non Abusive
7787,Non Abusive
5315,Non Abusive
3188,Abusive
15874,Non Abusive
12505,Non Abusive
17546,Non Abusive
16875,Non Abusive
2920,Abusive
19130,Non Abusive
14375,Non Abusive
16310,Non Abusive
4281,Non Abusive
6630,Non Abusive
20903,Non Abusive
9657,Non Abusive
4231,Non Abusive
1591,Abusive
25257,Non Abusive
17120,Non Abusive
19978,Non Abusive
25721,Non Abusive
11076,Non Abusive
6153,Non Abusive
23547,Non Abusive
16446,Non Abusive
16382,Non Abusive
23897,Non Abusive
7182,Non Abusive
5731,Non Abusive
8594,Non Abusive
11125,Non Abusive
6166,Non Abusive
13782,Non Abusive
22769,Non Abusive
6596,Non Abusive
3024,Abusive
3564,Non Abusive
8777,Non Abusive
17330,Non Abusive
2182,Abusive
7967,Non Abusive
12759,Non Abusive
7045,Non Abusive
12822,Non Abusive
10919,Non Abusive
18727,Non Abusive
8711,Non Abusive
13775,Non Abusive
7899,Non Abusive
5648,Non Abusive
20120,Non Abusive
2261,Abusive
2831,Abusive
16680,Non Abusive
13560,Non Abusive
11248,Non Abusive
9544,Non Abusive
1519,Abusive
6527,Non Abusive
949,Abusive
13927,Non Abusive
1714,Abusive
3117,Abusive
15532,Non Abusive
12901,Non Abusive
16722,Non Abusive
21289,Non Abusive
18455,Non Abusive
16541,Non Abusive
3915,Non Abusive
24728,Non Abusive
1733,Abusive
25631,Non Abusive
14163,Non Abusive
233,Abusive
17447,Non Abusive
2548,Abusive
11860,Non Abusive
19997,Non Abusive
5579,Non Abusive
15750,Non Abusive
15955,Non Abusive
16887,Non Abusive
17839,Non Abusive
16416,Non Abusive
17003,Non Abusive
18337,Non Abusive
22178,Non Abusive
6501,Non Abusive
9426,Non Abusive
6237,Non Abusive
18320,Non Abusive
7952,Non Abusive
4205,Non Abusive
24424,Non Abusive
7074,Non Abusive
21567,Non Abusive
23430,Non Abusive
17163,Non Abusive
6960,Non Abusive
7258,Non Abusive
15965,Non Abusive
19232,Non Abusive
9594,Non Abusive
14648,Non Abusive
26093,Non Abusive
10199,Non Abusive
14267,Non Abusive
23580,Non Abusive
12450,Non Abusive
9101,Non Abusive
15400,Non Abusive
21325,Non Abusive
17947,Non Abusive
10278,Non Abusive
15866,Non Abusive
2832,Abusive
16910,Non Abusive
12625,Non Abusive
1895,Abusive
3688,Non Abusive
13825,Non Abusive
5481,Non Abusive
21244,Non Abusive
3508,Non Abusive
12627,Non Abusive
18215,Non Abusive
15372,Non Abusive
13622,Non Abusive
1764,Abusive
9031,Non Abusive
11615,Non Abusive
20241,Non Abusive
18953,Non Abusive
20451,Non Abusive
3636,Non Abusive
14946,Non Abusive
17431,Non Abusive
23856,Non Abusive
23766,Non Abusive
17675,Non Abusive
23909,Non Abusive
4705,Non Abusive
26095,Non Abusive
12939,Non Abusive
19011,Non Abusive
8304,Non Abusive
24349,Non Abusive
20672,Non Abusive
6883,Non Abusive
14667,Non Abusive
10222,Non Abusive
20582,Non Abusive
14353,Non Abusive
7760,Non Abusive
17327,Non Abusive
22966,Non Abusive
11041,Non Abusive
8692,Non Abusive
5359,Non Abusive
16964,Non Abusive
18837,Non Abusive
22607,Non Abusive
4373,Non Abusive
11951,Non Abusive
15898,Non Abusive
23063,Non Abusive
6715,Non Abusive
22930,Non Abusive
23950,Non Abusive
6351,Non Abusive
4767,Non Abusive
6205,Non Abusive
13356,Non Abusive
21759,Non Abusive
19517,Non Abusive
16067,Non Abusive
22104,Non Abusive
8650,Non Abusive
23517,Non Abusive
15197,Non Abusive
5155,Non Abusive
6651,Non Abusive
18235,Non Abusive
24880,Non Abusive
17663,Non Abusive
25340,Non Abusive
9922,Non Abusive
21303,Non Abusive
22362,Non Abusive
18600,Non Abusive
7732,Non Abusive
1536,Abusive
3780,Non Abusive
10321,Non Abusive
356,Abusive
21335,Non Abusive
9741,Non Abusive
25,Abusive
5518,Non Abusive
15962,Non Abusive
20552,Non Abusive
2402,Abusive
23033,Non Abusive
9787,Non Abusive
19062,Non Abusive
1704,Abusive
12399,Non Abusive
19713,Non Abusive
4780,Non Abusive
18885,Non Abusive
12883,Non Abusive
20395,Non Abusive
19881,Non Abusive
10536,Non Abusive
16011,Non Abusive
3402,Abusive
20869,Non Abusive
20011,Non Abusive
14105,Non Abusive
16709,Non Abusive
3914,Non Abusive
6877,Non Abusive
3553,Non Abusive
2827,Abusive
3567,Non Abusive
13964,Non Abusive
3679,Non Abusive
7440,Non Abusive
4262,Non Abusive
13651,Non Abusive
18745,Non Abusive
3759,Non Abusive
4582,Non Abusive
25537,Non Abusive
19953,Non Abusive
20522,Non Abusive
18485,Non Abusive
7389,Non Abusive
25454,Non Abusive
18779,Non Abusive
3617,Non Abusive
12083,Non Abusive
23939,Non Abusive
24927,Non Abusive
12467,Non Abusive
2160,Abusive
8561,Non Abusive
22955,Non Abusive
20556,Non Abusive
20284,Non Abusive
1106,Abusive
21651,Non Abusive
6875,Non Abusive
7520,Non Abusive
17664,Non Abusive
13679,Non Abusive
6549,Non Abusive
12348,Non Abusive
23861,Non Abusive
8112,Non Abusive
21394,Non Abusive
21261,Non Abusive
9860,Non Abusive
22772,Non Abusive
7109,Non Abusive
6891,Non Abusive
1087,Abusive
2891,Abusive
18134,Non Abusive
1270,Abusive
10561,Non Abusive
26133,Non Abusive
23144,Non Abusive
24805,Non Abusive
18367,Non Abusive
17306,Non Abusive
24967,Non Abusive
6349,Non Abusive
2457,Abusive
18063,Non Abusive
16494,Non Abusive
1095,Abusive
11033,Non Abusive
22820,Non Abusive
18413,Non Abusive
22723,Non Abusive
19548,Non Abusive
22094,Non Abusive
5411,Non Abusive
10642,Non Abusive
8431,Non Abusive
6550,Non Abusive
11093,Non Abusive
20597,Non Abusive
25740,Non Abusive
7542,Non Abusive
17536,Non Abusive
20460,Non Abusive
22576,Non Abusive
20740,Non Abusive
6809,Non Abusive
17333,Non Abusive
16274,Non Abusive
9110,Non Abusive
23469,Non Abusive
3328,Abusive
6800,Non Abusive
7870,Non Abusive
4306,Non Abusive
2506,Abusive
19368,Non Abusive
2731,Abusive
5483,Non Abusive
16927,Non Abusive
1933,Abusive
23543,Non Abusive
25381,Non Abusive
25014,Non Abusive
18191,Non Abusive
13610,Non Abusive
17386,Non Abusive
24542,Non Abusive
18663,Non Abusive
24730,Non Abusive
1276,Abusive
21180,Non Abusive
185,Abusive
22147,Non Abusive
713,Abusive
24566,Non Abusive
6591,Non Abusive
14158,Non Abusive
1823,Abusive
4107,Non Abusive
14883,Non Abusive
12592,Non Abusive
7872,Non Abusive
21959,Non Abusive
23626,Non Abusive
16415,Non Abusive
24170,Non Abusive
17599,Non Abusive
18747,Non Abusive
25675,Non Abusive
3537,Non Abusive
9978,Non Abusive
26234,Non Abusive
18415,Non Abusive
12063,Non Abusive
5838,Non Abusive
19464,Non Abusive
21439,Non Abusive
3572,Non Abusive
20473,Non Abusive
26032,Non Abusive
23290,Non Abusive
25972,Non Abusive
8722,Non Abusive
10065,Non Abusive
895,Abusive
4264,Non Abusive
9012,Non Abusive
13460,Non Abusive
20514,Non Abusive
18567,Non Abusive
21473,Non Abusive
5412,Non Abusive
26096,Non Abusive
22567,Non Abusive
25991,Non Abusive
18674,Non Abusive
1468,Abusive
4375,Non Abusive
13753,Non Abusive
15366,Non Abusive
9261,Non Abusive
17482,Non Abusive
17658,Non Abusive
7205,Non Abusive
14980,Non Abusive
6810,Non Abusive
12377,Non Abusive
14771,Non Abusive
22295,Non Abusive
7902,Non Abusive
3057,Abusive
14255,Non Abusive
22863,Non Abusive
6688,Non Abusive
5186,Non Abusive
1465,Abusive
14533,Non Abusive
24887,Non Abusive
14035,Non Abusive
21101,Non Abusive
11243,Non Abusive
20001,Non Abusive
544,Abusive
11962,Non Abusive
26191,Non Abusive
19811,Non Abusive
20133,Non Abusive
21255,Non Abusive
14743,Non Abusive
10320,Non Abusive
18827,Non Abusive
19948,Non Abusive
1066,Abusive
2671,Abusive
24017,Non Abusive
4486,Non Abusive
24708,Non Abusive
17693,Non Abusive
538,Abusive
20020,Non Abusive
14614,Non Abusive
3705,Non Abusive
17183,Non Abusive
20909,Non Abusive
22167,Non Abusive
2290,Abusive
17147,Non Abusive
2986,Abusive
18002,Non Abusive
19572,Non Abusive
8927,Non Abusive
18494,Non Abusive
11588,Non Abusive
20890,Non Abusive
11715,Non Abusive
12314,Non Abusive
18679,Non Abusive
14369,Non Abusive
8881,Non Abusive
9093,Non Abusive
5158,Non Abusive
2975,Abusive
24986,Non Abusive
14831,Non Abusive
6612,Non Abusive
19844,Non Abusive
11868,Non Abusive
12967,Non Abusive
9453,Non Abusive
12987,Non Abusive
1283,Abusive
34,Abusive
872,Abusive
4561,Non Abusive
395,Abusive
18010,Non Abusive
15485,Non Abusive
1347,Abusive
26118,Non Abusive
6918,Non Abusive
13711,Non Abusive
5172,Non Abusive
17033,Non Abusive
5787,Non Abusive
17225,Non Abusive
11263,Non Abusive
16525,Non Abusive
19450,Non Abusive
12243,Non Abusive
13835,Non Abusive
4016,Non Abusive
24086,Non Abusive
9010,Non Abusive
12737,Non Abusive
2876,Abusive
2350,Abusive
7029,Non Abusive
1515,Abusive
16450,Non Abusive
3926,Non Abusive
24395,Non Abusive
16468,Non Abusive
22069,Non Abusive
23220,Non Abusive
5228,Non Abusive
17550,Non Abusive
6252,Non Abusive
21706,Non Abusive
8196,Non Abusive
3625,Non Abusive
3010,Abusive
2002,Abusive
3017,Abusive
11625,Non Abusive
4341,Non Abusive
17491,Non Abusive
22306,Non Abusive
10734,Non Abusive
14000,Non Abusive
5232,Non Abusive
23780,Non Abusive
14990,Non Abusive
25952,Non Abusive
15153,Non Abusive
16879,Non Abusive
21415,Non Abusive
961,Abusive
21236,Non Abusive
22713,Non Abusive
17263,Non Abusive
15183,Non Abusive
2130,Abusive
4972,Non Abusive
16665,Non Abusive
24369,Non Abusive
11509,Non Abusive
15638,Non Abusive
574,Abusive
6901,Non Abusive
7516,Non Abusive
16938,Non Abusive
18833,Non Abusive
1213,Abusive
17789,Non Abusive
10510,Non Abusive
24643,Non Abusive
10711,Non Abusive
7863,Non Abusive
11420,Non Abusive
18170,Non Abusive
8185,Non Abusive
22428,Non Abusive
21064,Non Abusive
18057,Non Abusive
10178,Non Abusive
9162,Non Abusive
10695,Non Abusive
15077,Non Abusive
24518,Non Abusive
16749,Non Abusive
18163,Non Abusive
20612,Non Abusive
776,Abusive
3854,Non Abusive
1466,Abusive
1570,Abusive
25173,Non Abusive
9186,Non Abusive
9910,Non Abusive
4597,Non Abusive
11879,Non Abusive
23094,Non Abusive
5708,Non Abusive
21918,Non Abusive
3485,Non Abusive
14131,Non Abusive
528,Abusive
9939,Non Abusive
1950,Abusive
11484,Non Abusive
19238,Non Abusive
7360,Non Abusive
17016,Non Abusive
1914,Abusive
5473,Non Abusive
8675,Non Abusive
21534,Non Abusive
14032,Non Abusive
8154,Non Abusive
11616,Non Abusive
9573,Non Abusive
12499,Non Abusive
4099,Non Abusive
8116,Non Abusive
19362,Non Abusive
23720,Non Abusive
23835,Non Abusive
3421,Non Abusive
21769,Non Abusive
10008,Non Abusive
2365,Abusive
21183,Non Abusive
2460,Abusive
17951,Non Abusive
25511,Non Abusive
17842,Non Abusive
21796,Non Abusive
4019,Non Abusive
23711,Non Abusive
19755,Non Abusive
16366,Non Abusive
24527,Non Abusive
8314,Non Abusive
1602,Abusive
11995,Non Abusive
18971,Non Abusive
10476,Non Abusive
8126,Non Abusive
15407,Non Abusive
16961,Non Abusive
25246,Non Abusive
7864,Non Abusive
20639,Non Abusive
9760,Non Abusive
23880,Non Abusive
8337,Non Abusive
24797,Non Abusive
22647,Non Abusive
13520,Non Abusive
16336,Non Abusive
11684,Non Abusive
14033,Non Abusive
25634,Non Abusive
2760,Abusive
5529,Non Abusive
3594,Non Abusive
5459,Non Abusive
2847,Abusive
7014,Non Abusive
17123,Non Abusive
19684,Non Abusive
13280,Non Abusive
13772,Non Abusive
9636,Non Abusive
21465,Non Abusive
15808,Non Abusive
7518,Non Abusive
9262,Non Abusive
16512,Non Abusive
17985,Non Abusive
7055,Non Abusive
6790,Non Abusive
190,Abusive
18530,Non Abusive
16312,Non Abusive
25238,Non Abusive
25577,Non Abusive
11875,Non Abusive
4392,Non Abusive
9064,Non Abusive
21039,Non Abusive
15438,Non Abusive
12337,Non Abusive
19444,Non Abusive
9217,Non Abusive
988,Abusive
3341,Abusive
11386,Non Abusive
17442,Non Abusive
25801,Non Abusive
3266,Abusive
24002,Non Abusive
7705,Non Abusive
7206,Non Abusive
22199,Non Abusive
8790,Non Abusive
23269,Non Abusive
17527,Non Abusive
11001,Non Abusive
6599,Non Abusive
8368,Non Abusive
716,Abusive
2076,Abusive
13024,Non Abusive
7468,Non Abusive
16286,Non Abusive
17722,Non Abusive
17943,Non Abusive
24888,Non Abusive
20981,Non Abusive
1232,Abusive
3947,Non Abusive
19707,Non Abusive
19195,Non Abusive
3493,Non Abusive
9132,Non Abusive
22341,Non Abusive
18962,Non Abusive
18547,Non Abusive
3534,Non Abusive
9176,Non Abusive
23029,Non Abusive
5913,Non Abusive
12221,Non Abusive
18474,Non Abusive
7749,Non Abusive
928,Abusive
15791,Non Abusive
6368,Non Abusive
7703,Non Abusive
6789,Non Abusive
26011,Non Abusive
8820,Non Abusive
20958,Non Abusive
6746,Non Abusive
23970,Non Abusive
13716,Non Abusive
9009,Non Abusive
6499,Non Abusive
6788,Non Abusive
19167,Non Abusive
14960,Non Abusive
4133,Non Abusive
8936,Non Abusive
15348,Non Abusive
24024,Non Abusive
17881,Non Abusive
14283,Non Abusive
18554,Non Abusive
9510,Non Abusive
8713,Non Abusive
8597,Non Abusive
24681,Non Abusive
3600,Non Abusive
4565,Non Abusive
8223,Non Abusive
14880,Non Abusive
26047,Non Abusive
16926,Non Abusive
5511,Non Abusive
22064,Non Abusive
2874,Abusive
25742,Non Abusive
4221,Non Abusive
25118,Non Abusive
20162,Non Abusive
22419,Non Abusive
23630,Non Abusive
455,Abusive
13313,Non Abusive
4437,Non Abusive
25045,Non Abusive
17403,Non Abusive
24836,Non Abusive
12452,Non Abusive
3158,Abusive
6510,Non Abusive
9370,Non Abusive
11199,Non Abusive
25005,Non Abusive
12879,Non Abusive
20273,Non Abusive
8365,Non Abusive
12213,Non Abusive
26040,Non Abusive
18154,Non Abusive
1629,Abusive
22858,Non Abusive
19329,Non Abusive
7019,Non Abusive
10997,Non Abusive
16693,Non Abusive
13682,Non Abusive
3412,Non Abusive
1082,Abusive
25908,Non Abusive
801,Abusive
21067,Non Abusive
1308,Abusive
25236,Non Abusive
17836,Non Abusive
20253,Non Abusive
22232,Non Abusive
5030,Non Abusive
13466,Non Abusive
18652,Non Abusive
15738,Non Abusive
4919,Non Abusive
4656,Non Abusive
20876,Non Abusive
13270,Non Abusive
11123,Non Abusive
18901,Non Abusive
23204,Non Abusive
15991,Non Abusive
22762,Non Abusive
635,Abusive
7773,Non Abusive
17590,Non Abusive
25197,Non Abusive
12512,Non Abusive
23248,Non Abusive
21843,Non Abusive
16422,Non Abusive
17178,Non Abusive
2746,Abusive
7145,Non Abusive
906,Abusive
13637,Non Abusive
21050,Non Abusive
13234,Non Abusive
2825,Abusive
2267,Abusive
3123,Abusive
9700,Non Abusive
11434,Non Abusive
1494,Abusive
21374,Non Abusive
25716,Non Abusive
12914,Non Abusive
7095,Non Abusive
25779,Non Abusive
12434,Non Abusive
9175,Non Abusive
25035,Non Abusive
14740,Non Abusive
16981,Non Abusive
22032,Non Abusive
13219,Non Abusive
18106,Non Abusive
1399,Abusive
6677,Non Abusive
2570,Abusive
5270,Non Abusive
7317,Non Abusive
20932,Non Abusive
14838,Non Abusive
5664,Non Abusive
6269,Non Abusive
8590,Non Abusive
14763,Non Abusive
12667,Non Abusive
12340,Non Abusive
23717,Non Abusive
17139,Non Abusive
17387,Non Abusive
9423,Non Abusive
7934,Non Abusive
9253,Non Abusive
2642,Abusive
874,Abusive
10985,Non Abusive
26027,Non Abusive
6338,Non Abusive
23657,Non Abusive
16719,Non Abusive
14778,Non Abusive
3845,Non Abusive
9100,Non Abusive
5939,Non Abusive
18282,Non Abusive
11374,Non Abusive
7458,Non Abusive
8648,Non Abusive
17662,Non Abusive
7168,Non Abusive
15544,Non Abusive
10668,Non Abusive
23636,Non Abusive
6586,Non Abusive
12254,Non Abusive
17872,Non Abusive
25831,Non Abusive
7490,Non Abusive
10609,Non Abusive
9160,Non Abusive
19758,Non Abusive
4818,Non Abusive
24383,Non Abusive
7254,Non Abusive
10325,Non Abusive
5863,Non Abusive
3472,Non Abusive
25437,Non Abusive
